year,ISO_code,countries,region,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_missing,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_parental_marriage,pf_identity_parental_divorce,pf_identity_parental,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank,hf_score,hf_rank,hf_quartile
2014,POL,Poland,Eastern Europe,8.359261769,6.547486056,7.385794029,7.430847285,9.705429652,10,10,10,10,10,10,10,10,10,10,10,10,9.901809884,10,10,10,10,,,5,8.888888889,7.544444444,7.144444444,10,10,,,10,,,7.5,,,7.5,9,10,10,7,7.5,7.5,10,10,8.857142857,,10,10,10,10,10,10,10,10,8.833323022,26,4.882352941,5.545293829,7,7,4,5.5,5.731911692,5.318712585,3.932800635,5.495304236,10,7.5,4.123,9.277711792,5.107186253,7.077946193,0.864864865,5.991672157,9.351099951,9.505341485,9.978609626,10,9.708762766,9.813333333,8.94,6.5444,8.432577778,6.379928568,9.963313765,8.171621167,10,6.566984924,2.307692308,7.743794892,5.539490708,8.035922413,8,8.185,10,8.728333333,8.9,4.077620909,7.627218575,8,7.755176154,10,7.726669273,2.96078149,7.777777778,8.87397468,4.820043233,8.374478219,6.962272527,6.628221321,7.694407976,7.43,45,8.131661511,32,1
2014,PRT,Portugal,Western Europe,7.864993257,6.537219931,6.699254686,7.033822624,9.648558785,10,10,10,10,10,10,10,10,10,10,10,10,9.882852928,10,10,10,10,,,10,9.333333333,7.638888889,8.990740741,10,10,,,10,,,10,,,7.5,9.5,10,10,8.333333333,8.25,10,10,10,9.511904762,,10,10,10,10,10,10,10,10,9.029433438,16,5.308823529,4.521643789,10,4,1,2.5,5.58261683,6.070495273,3.643235726,6.160588072,10,8.333,5.504,7.58150873,7.222002329,8.400007821,1,6.99053755,9.686979042,9.632257059,9.944369327,10,9.815901357,9.813333333,8.94,6.5444,8.432577778,7.495247058,9.963313765,8.729280411,10,6.816370438,4.615384615,7.743794892,6.391849982,8.388427043,8,7.08,10,8.36,5.566666667,2.442179811,5.615133192,6,7.047193249,10,6.111862153,3.229773228,8.888888889,9.896848846,5.414791522,9.074176312,6.917435221,7.23698567,7.236282608,7.6,30,8.314716719,22,1
2014,QAT,Qatar,Middle East & North Africa,,,,6.640260098,9.848383963,10,10,10,10,10,10,10,7.5,0,0,0,5.833333333,8.560572432,5,5,0,3.333333333,,,2.5,9.351111111,5.972222222,5.941111111,0,2.5,,,0,,,0,,,10,2.5,10,10,3,4,7.5,7.5,7.5,7.071428571,,0,0,0,0,0,0,0,0,5.684795434,137,0,9.613647987,,10,10,10,6.537882662,8.179368374,7.787499991,8.309595221,6.667,8.333,4.856,9.655696541,8.822545521,8.856586256,0.615384615,6.413731325,9.637239709,7.455238672,9.383505137,10,9.11899588,9.313333333,9.06,7.4244,8.599244444,8.656388775,6.757402668,7.706895721,10,7.682166737,4.615384615,4.093148729,5.463566694,7.942426715,,10,10,10,10,6.656586116,8.656299828,4,4.819637278,5,6.522087204,7.123600744,7.555555556,9.472659055,8.336370842,9.990120712,9.540417615,8.669787421,8.397291541,7.68,24,6.682397717,93,3
2014,ROU,Romania,Eastern Europe,7.011521314,6.332679733,5.9615558,6.435252282,9.403186424,10,10,10,10,10,10,10,10,10,10,10,10,9.801062141,10,10,10,10,,,10,9.777777778,8.844444444,9.540740741,10,10,,,10,,,10,,,10,10,10,10,6,6.25,10,10,10,8.892857143,,10,10,10,10,10,10,10,10,8.902438394,22,6.344117647,6.717725292,8,10,4,7,7.015460735,4.92780806,3.836540348,4.812002126,8.333,5.833,4.85,9.180718755,5.361123644,6.578301618,1,5.96805495,8.932201979,9.016465447,9.786207796,10,9.433718805,9.813333333,8.94,6.5444,8.432577778,6.325602461,9.963313765,8.144458113,10,6.250220838,8.461538462,7.743794892,7.48518473,8.515555155,10,9.172,10,9.724,3.9,5.202766132,6.385090221,8,10,10,7.247976059,3.535378775,6.444444444,9.720891714,3.598266595,6.723130802,8.217717092,6.373304904,7.781760321,7.74,21,8.321219197,20,1
2014,RUS,Russia,Eastern Europe,3.923464712,5.015154154,3.601460234,4.180026367,5.475836354,0,9.612941205,5,9.844712938,9.880405785,6.867611986,10,10,10,10,10,10,7.447816113,0,0,10,3.333333333,,,5,9.148888889,4.35,6.166296296,5,5,,,2.5,,,5,,,7.5,5,10,9.93046848,1.666666667,1.5,5,7.5,7.5,6.156733592,,10,10,10,10,10,10,10,10,5.972596942,122,4.370588235,4.613236854,10,10,4,7,6.495956272,3.174560894,3.421774942,3.889610216,6.667,5,7.148,9.65076919,3.658894112,5.785028498,0.783783784,4.795964112,9.041551542,8.330725272,8.434793603,10,8.951767604,0.24,8.32,6.304,4.954666667,4.330515691,4.900613324,4.615564508,10,4.433812443,6.153846154,3.761271805,4.782976801,6.088301994,5,9.482,10,8.160666667,3.9,5.388582612,6.93298587,6,8.497694811,3,5.619877215,3.176862044,5.333333333,9.652271503,3.515112027,6.618355768,8.116833153,6.068794638,6.616446173,6.59,103,6.281298471,119,3
2014,RWA,Rwanda,Sub-Saharan Africa,,,,5.251724426,8.491012667,10,10,5,9.970619406,9.717946293,8.93771314,10,10,5,5,5,8.333333333,8.587353047,10,5,5,6.666666667,,,2.5,8.815555556,6.85,6.055185185,2.5,2.5,,,0,,,2.5,,,2.5,2,10,10,2.666666667,1.5,7.5,5,7.5,6.30952381,,5,10,7.5,10,10,10,10,9.166666667,6.479573601,104,6.991176471,9.453296125,0,8,5,6.5,5.736118149,7.023375818,6.970235072,7.617865719,6.04,,3.731,9.362353277,7.95311,8.829944898,0.948717949,7.006601352,9.162104,9.130524051,9.643179918,10,9.483951992,8.653333333,7.46,5.2756,7.129644444,5.787385,1.956826342,3.872105671,10,6.882423333,8.461538462,1.880635902,5.741532566,6.68582067,8,7.292,9,8.097333333,10,5.51148,7.088943333,10,7.755176154,10,8.392599915,7.041358028,7.555555556,9.246163459,7.027250686,9.653160184,8.778183415,8.216945221,8.235626156,7.43,45,6.9547868,75,2
2014,SAU,Saudi Arabia,Middle East & North Africa,,,,5.541052716,9.401720257,10,10,5,9.783386071,9.850536389,8.926784492,10,5,0,0,0,5,7.77616825,0,0,0,0,,,0,9.666666667,8.238888889,5.968518519,2.5,2.5,,,0,,,0,,,5,2,10,8.700316427,0.333333333,2.75,7.5,7.5,5,5.969092823,,0,0,0,0,0,0,0,0,4.723066376,152,0,,,10,10,10,5,7.13740857,5.871007841,7.230941982,8.333,8.333,4.46,9.886604575,7.016248198,7.971594798,0.435897436,5.284087085,8.483246858,5.968775585,9.465894889,10,8.479479333,,8.98,7.0828,8.0314,6.771550179,1.518959629,4.145254904,10,5.866427608,1.538461538,0.553128207,2.652672451,6.207331839,8,9.889,,8.9445,10,5.122781161,7.33663946,6,4.387940385,10,7.141226834,4.653003452,4,9.348617585,6.658399228,9.190004086,9.282603106,7.188771243,7.758166026,6.55,108,5.636533188,140,4
2014,SEN,Senegal,Sub-Saharan Africa,4.49517577,5.347684673,4.356232152,4.733030865,7.049765915,10,10,5,9.839590573,9.958751862,8.959668487,7.4,10,5,5,5,7.466666667,7.825367023,10,5,5,6.666666667,,,10,9.444444444,8.516666667,9.32037037,10,10,,,10,,,10,,,10,10,10,10,4,6,10,7.5,10,8.214285714,,0,5,2.5,0,0,0,5,2.5,6.809731747,89,6.597058824,9.959515776,7,5,5,5,7.13914365,4.597665251,5.305159832,5.254420155,4.167,5,2.788,5.305299518,6.044068974,6.22403707,0.641025641,4.073905486,9.404295169,9.407817735,9.784051037,0,7.149040985,7.273333333,7.62,7.2868,7.393377778,5.493366175,6.905927575,6.199646875,10,6.55306985,0.769230769,4.756902577,4.026401065,6.90485643,10,7.088,10,9.029333333,0,5.134109252,5.835659274,4,7.20260413,0,3.695395443,4.646133138,0.666666667,9.123029549,4.057161098,7.643263713,3.05021759,4.864411959,5.863046912,6.23,122,6.519865874,107,3
2014,SRB,Serbia,Eastern Europe,5.147515512,4.692796525,3.840775854,4.56036263,9.459746135,10,10,7.5,10,10,9.5,10,10,5,10,7.5,9.166666667,9.375470934,10,10,10,10,,,10,8.853333333,7.822222222,8.891851852,7.5,7.5,,,7.5,,,7.5,,,10,8,10,10,6.333333333,5.75,10,10,10,8.869047619,,10,10,10,10,10,10,10,10,8.060048338,45,6.105882353,3.689298472,10,10,5,7.5,6.823795206,2.683024553,2.737227743,3.510814255,6.667,5.833,3.613,8.059049711,4.714204267,5.637495928,1,4.82831294,7.649903053,8.670913853,9.583510412,5,7.72608183,9.266666667,8.52,7.1584,8.315022222,5.561093754,9.77988259,7.670488172,10,5.446458149,1.538461538,6.969415403,4.65144503,7.659238856,8,3.412,9,6.804,2.233333333,5.246556947,6.904278123,10,7.513425893,10,6.982932383,1.994769611,6,9.546472143,3.573852934,6.476066014,7.261561544,5.808787041,6.531906475,6.71,96,7.385024169,54,2
2014,SYC,Seychelles,Sub-Saharan Africa,,,,5.280977681,3.137023613,10,10,,10,10,10,,,,,,,6.568511806,10,5,,7.5,,,,9.777777778,9.027777778,9.402777778,,,,,,,,,,,,,10,10,4.666666667,5.75,,,,7.604166667,,,,,0,10,5,,5,6.650740428,97,2.041176471,9.129449356,8,10,10,10,7.292656457,5.197458798,4.482801894,5.252647057,7.41,,4.064,7.075346502,5.19739749,5.270841579,0.974358974,5.423378182,8.057116595,8.63269973,9.722833091,10,9.103162354,9.053333333,,,9.053333333,5.703680892,5.244990313,5.474335602,10,5.428854212,8.461538462,10,7.963464225,8.12278329,5,10,9,8,5.566666667,4.416327544,6.425230166,8,7.530693769,10,6.989819691,5.326781094,6,8.826307566,4.41875109,8.455867925,9.04720725,7.012485821,7.334101837,7.46,40,7.055370214,66,2
2014,SLE,Sierra Leone,Sub-Saharan Africa,4.411883169,4.278529209,3.348822914,4.013078431,9.331964057,10,10,7.5,10,10,9.5,1.2,10,5,5,5,5.4,8.077321352,10,10,5,8.333333333,,,,9.777777778,10,9.888888889,,,,,,,,,,,,,10,10,5,5.25,,,,7.5625,,10,10,10,0,10,5,10,8.333333333,7.28735689,71,9.817647059,10,4,8,5,6.5,7.579411765,2.77100072,3.071095854,3.857756092,4.167,5.833,4.183,5.391561338,3.992475391,4.720753143,0.837837838,3.878618157,8.536533221,7.007871956,8.534111122,5,7.269629075,8.96,7.62,7.144,7.908,6.082205704,1.143224647,3.612715176,10,6.137268372,1.666666667,1.770010261,3.1913151,6.178007569,2,1.691,9,4.230333333,3.333333333,5.786755407,6.666823406,8,0,10,5.631152024,4.263384221,2.444444444,9.215537296,2.508962251,8.206269425,6.143991695,5.463764889,5.108416749,6,127,6.643678445,98,3
2014,SGP,Singapore,South Asia,7.385998159,8.430251682,8.208740413,8.008330085,9.897216438,10,10,10,10,10,10,10,10,5,5,5,8.333333333,9.410183257,10,5,10,8.333333333,,,5,7.437777778,4.166666667,5.534814815,5,2.5,,,2.5,,,2.5,,,5,3.5,10,10,2,4.5,7.5,7.5,5,6.642857143,,10,10,10,0,10,5,10,8.333333333,7.589062198,55,5.532352941,8.854173721,8,10,10,10,8.096631666,7.568286986,7.809734863,8.780491167,8.333,8.333,7.767,8.961690843,8.603103022,8.632890862,0.972972973,8.197614768,9.44176865,8.55786617,9.797979798,10,9.449403654,10,9.96,10,9.986666667,8.917203357,9.117162251,9.017182804,10,9.222479726,7.692307692,10,8.971595806,9.493861319,10,10,10,10,10,8.139201286,8.65993869,10,10,0,7.799856663,7.290785103,10,9.913655991,8.319623659,9.999457062,9.06402124,9.097923842,8.965926835,8.84,2,8.214531099,27,1
2014,SVK,Slovak Rep.,Eastern Europe,,,,5.853419902,9.491978506,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.663992835,10,10,10,10,,,7.5,9.5,8.288888889,8.42962963,10,10,,,10,,,10,,,10,10,10,10,7.666666667,7.75,10,10,10,9.345238095,,10,10,10,10,10,10,10,10,8.656839957,35,4.411764706,4.483555024,8,9,2,5.5,5.598829932,2.646503649,2.162442508,4.999309375,10,6.667,3.329,9.688162581,4.266441359,6.310940131,1,5.563311067,9.525575559,9.715201965,9.984766934,10,9.806386115,9.813333333,8.94,6.5444,8.432577778,8.019564119,9.963313765,8.991438942,10,8.703569749,5.384615385,7.743794892,7.277326675,8.675335849,10,8.572,9,9.190666667,6.666666667,4.375625143,7.641705664,8,7.755176154,10,7.406528938,2.313263968,7.333333333,9.555400965,2.718001741,6.25400238,7.892646624,6.011108169,7.536101258,7.44,44,8.048419978,34,1
2014,SVN,Slovenia,Eastern Europe,8.013838129,6.416545818,6.303802832,6.911395593,9.671631629,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.72387721,10,10,10,10,,,10,8.911111111,6.477777778,8.462962963,10,10,,,10,,,10,,,10,10,10,10,7.666666667,7.5,10,10,10,9.30952381,,10,10,10,10,10,10,10,10,8.936066878,20,4.182352941,4.865761555,6,4,0,2,4.262028624,4.166492737,3.240755915,5.540401076,9.167,7.5,4.228,8.40706527,6.554470655,7.670517604,0.945945946,6.105373325,9.442772634,9.672278499,9.959985028,10,9.76875904,9.813333333,8.94,6.5444,8.432577778,7.032052234,9.963313765,8.497683,10,5.465821935,3.076923077,7.743794892,5.428846635,8.089776853,5,7.721,10,7.573666667,2.233333333,3.387711991,5.741632099,8,8.13506942,10,6.249624474,2.648425661,8.666666667,9.670859577,4.493254138,7.252616333,7.253715015,6.664256232,6.829182458,7.01,75,7.973033439,38,1
2014,ZAF,South Africa,Sub-Saharan Africa,5.550930419,5.623638148,5.019098312,5.39788896,0,10,10,2.5,9.944994067,9.970663502,8.483131514,10,7.5,10,10,10,9.166666667,5.88326606,10,10,10,10,,,10,8.722222222,5.691666667,8.137962963,10,10,,,10,,,10,,,10,10,8.166468893,10,6.666666667,5.75,10,10,10,8.654733651,,10,10,10,10,10,10,10,10,7.499558416,58,4.223529412,8.149632942,8,6,5,5.5,6.468290588,7.407267618,6.892107327,7.451736104,8.333,3.333,3.926,7.461565619,4.394316177,2.95426836,1,5.794806801,8.934963015,9.486655879,8.724948198,5,8.036641773,8.706666667,8.48,4.7104,7.299022222,6.222751839,3.659197714,4.940974777,10,6.733603478,0.769230769,8.296923099,5.266585782,6.876645695,10,7.249,10,9.083,5.566666667,2.481701042,3.873333177,8,8.273212426,10,6.365818885,3.151837192,4,8.524088193,4.203482572,8.617923417,7.758134706,6.04257768,7.163798855,6.87,84,7.184779208,64,2
2014,ESP,Spain,Western Europe,8.160166233,6.418713489,6.151263604,6.910047775,9.722280898,10,10,10,10,10,10,10,10,5,10,7.5,9.166666667,9.629649188,10,10,10,10,,,10,9.628888889,8.516666667,9.381851852,10,7.5,,,10,,,10,,,10,9.5,10,10,8,6.5,10,10,10,9.214285714,,10,10,10,10,10,10,10,10,8.944537998,19,4.408823529,4.351611189,10,4,4,4,5.69010868,4.231635431,4.030986105,5.564618707,8.333,8.333,5.497,7.758620984,8.009479538,7.078947226,1,6.537476444,9.615710309,9.757817687,9.970593638,10,9.836030409,9.813333333,8.94,6.5444,8.432577778,6.559008182,9.963313765,8.261160973,10,6.629055436,3.076923077,7.743794892,5.816591135,8.127582472,10,7.021,10,9.007,2.233333333,2.852364602,4.968886496,8,5.061387538,10,5.519328662,2.91348363,7.555555556,9.453213454,4.485371373,7.566217516,8.228926418,6.700461324,7.075596662,7.45,42,8.197268999,28,1
2014,LKA,Sri Lanka,South Asia,3.287650354,4.712224027,4.527939485,4.175937955,8.927440475,5,10,5,9.951855953,9.374127389,7.865196668,10,10,5,5,5,8.333333333,8.375323492,5,5,10,6.666666667,,,7.5,8.055555556,6.477777778,7.344444444,5,5,,,5,,,5,,,7.5,5.5,10,10,2.333333333,1.75,7.5,7.5,7.5,6.654761905,,0,0,0,0,0,0,0,0,5.754402664,133,8.547058824,9.395579405,7,9,8,8.5,8.360659557,5.415420369,5.379868863,5.531667555,3.333,4.167,3.615,7.359711578,4.418266634,6.99471415,0.918918919,4.926786921,9.493087941,9.051441692,9.344434874,0,6.972241127,7.293333333,8.1,0.994,5.462444444,5.095881303,5.471616132,5.283748718,10,7.004749836,0,0,2.334916612,5.770277444,5,7.522,10,7.507333333,10,4.267141782,6.661007539,8,0,10,6.488024887,4.122827832,5.333333333,9.483401172,3.520454337,9.027224675,8.12804248,6.602547305,6.865968508,6.58,104,6.167201332,127,4
2014,SDN,Sudan,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,SUR,Suriname,Latin America & the Caribbean,,,,4.874605545,6.661153688,10,10,,10,10,10,,,5,5,5,5,7.220384563,10,10,,10,,,,6.988888889,3.933333333,5.461111111,,,,,,,,,,,,,10,10,7.333333333,6.5,,,,8.458333333,,10,10,10,10,10,10,,10,7.263678082,72,0,8.584782918,10,5,5,5,5.89619573,3.671719241,5.27,5.536760309,5,5,2.746,3.493336875,8.009479538,6.963813243,0.974358974,5.011702862,9.765674583,7.576652039,9.330842491,10,9.168292278,8.386666667,7.92,6.1312,7.479288889,5.682737267,6.044990934,5.8638641,10,5.964504715,0,7.301292327,4.421932347,6.941271334,5,8.966,10,7.988666667,10,3.835210329,5.325484545,10,7.012657497,10,7.695558729,3.015507664,1.333333333,6.251828072,3.941616551,7.281612026,7.769344033,4.932206947,6.872144114,6.78,89,7.021839041,70,2
2014,SWZ,Swaziland,Sub-Saharan Africa,,,,4.699031743,3.083054064,10,10,7.5,10,10,9.5,10,10,0,5,2.5,7.5,6.694351355,10,5,5,6.666666667,,,,9.555555556,10,9.777777778,,,,,,,,,,,,,10,2.27857064,1.666666667,3,,,,4.236309327,,5,0,2.5,0,10,5,5,4.166666667,5.954273329,125,5.8,9.875389038,0,7,7,7,5.66884726,3.10436513,3.864230514,5.855555534,4.93,,1.591,7.269266228,5.9526745,6.109002789,0.692307692,4.090740785,8.945006518,9.189071674,8.862946627,5,7.999256205,0,8.48,5.4704,4.650133333,6.018621728,9.713610556,7.866116142,10,5.61462037,0.769230769,9.624430794,5.336093978,6.963085863,8,8.328,10,8.776,8.9,4.656124917,5.836325917,10,6.891782367,10,7.714038867,4.105006735,3.555555556,8.792388146,4.13262031,9.348620967,8.766974089,6.4501943,7.646744389,6.47,110,6.212136665,124,4
2014,SWE,Sweden,Western Europe,9.389933354,8.106432812,7.754271074,8.41687908,9.640843745,10,10,10,10,9.876239028,9.975247806,10,10,10,10,10,10,9.872030517,10,10,10,10,,,10,9.26,6.894444444,8.718148148,10,10,,,10,,,10,,,10,10,10,10,9.333333333,9,10,10,10,9.761904762,,10,10,10,10,10,10,5,8.333333333,9.253566024,10,1.097058824,4.527175094,8,2,0,1,3.656058479,8.218279441,7.099216525,8.213430166,9.167,10,6.198,8.321952355,7.802192587,7.394121017,1,8.046021343,9.257558394,9.909424227,9.964072301,10,9.78276373,9.813333333,8.94,6.5444,8.432577778,8.33957839,9.919527094,9.129552742,10,8.264233408,3.076923077,7.743794892,6.361650459,8.480945245,10,9.281,10,9.760333333,6.666666667,3.739191781,3.7643894,6,10,10,6.695041308,5.084304464,7.555555556,9.731290064,7.276031749,9.023605086,8.632462171,7.883874848,8.113083163,7.62,28,8.436783012,15,1
2014,CHE,Switzerland,Western Europe,,,,8.2195131,9.800720057,10,10,10,10,10,10,10,10,10,5,7.5,9.166666667,9.655795574,10,10,10,10,,,10,8.462222222,7.588888889,8.683703704,10,10,,,10,,,10,,,10,10,10,10,8.666666667,9,10,10,10,9.666666667,,10,10,10,10,10,10,10,10,9.303864206,8,6.352941176,6.302265359,10,8,6,7,7.413801634,8.793523782,7.644278927,8.890572841,10,8.333,6.067,9.598998829,8.703973668,8.038221794,1,8.452174427,9.178680749,9.850784391,9.997354935,10,9.756705019,9.48,8.66,0,6.046666667,5.391129125,9.889941295,7.64053521,10,7.705949815,3.076923077,7.743794892,6.175555928,7.465689451,8,10,10,9.333333333,10,7.627453483,7.831793396,6,10,5,7.743207813,5.866858087,9.111111111,9.57817469,7.559411251,8.373754301,9.293812433,8.297186979,8.457909375,8.31,4,8.806932103,3,1
2014,SYR,Syria,Middle East & North Africa,,,,3.075799714,9.118885472,0,0,0,0,0,0,10,7.5,0,0,0,5.833333333,4.984072935,0,0,0,0,,,,8.851111111,7.727777778,8.289444444,,,,,,,,,,,,,0,0,0.333333333,0.5,,,,0.208333333,,0,0,0,0,0,0,0,0,3.077190385,158,6.827962547,8.967029973,2,9,5,7,6.19874813,4.123281402,3.19,5.491338728,3.333,7.5,3.22,4.640914488,5.9526745,5.816708667,0.487179487,3.57484221,9.478306481,0,1,10,5.11957662,8.366666667,6.7,0.628,5.231555556,5.243370318,2.820138863,4.031754591,6.966292135,4.571993319,0.833333333,0,1.801775551,4.507844458,2,4.756256256,10,5.585418752,7.233333333,3.60679602,7.140709056,6,10,0,5.663473068,4.2819335,1.111111111,9.116814116,4.579077405,,6.233666307,5.064520488,5.437804103,4.97,153,4.023595192,159,4
2014,TWN,Taiwan,East Asia,,,,6.962947138,9.672993268,10,10,7.5,10,10,9.5,,,10,10,10,10,9.724331089,10,10,,10,,,10,6.088888889,4.672222222,6.92037037,10,10,,,10,,,10,,,10,10,10,10,7,7.5,10,10,10,9.214285714,,10,10,10,10,10,10,,10,8.785285165,28,5.459681529,9.261910496,8,7,7,7,7.430398006,5.584038004,4.515508545,7.809702431,6.667,8.333,5.546,7.886393379,6.659953713,7.954354102,0.891891892,6.40678155,9.615052376,9.174133926,9.76,10,9.637296576,9.66,8.7,4.41,7.59,6.265462332,7.64734474,6.956403536,10,7.172666356,,5.199405142,6.186035749,7.683109821,8,9.297,10,9.099,3.333333333,6.37097342,8.017839199,10,2.523009805,5,5.874192626,5.129168274,10,9.657775303,6.116670067,9.402087865,7.522738851,7.971406727,7.648199784,7.76,20,8.272642583,23,1
2014,TJK,Tajikistan,Caucasus & Central Asia,,,,3.653300753,9.355164677,5,10,2.5,9.960140679,9.952168815,7.482461899,10,10,5,5,5,8.333333333,8.39031997,5,10,10,8.333333333,,,0,9.555555556,9.816666667,6.457407407,2.5,2.5,,,0,,,2.5,,,2.5,2,10,10,1.666666667,2,2.5,2.5,2.5,4.452380952,,10,10,10,10,10,10,5,8.333333333,5.968550683,124,8.123529412,9.063487738,0,10,7,8.5,6.421754288,5.14239494,5.020598456,5.334754573,4.51,,5.675,8.183110006,4.754385948,5.813796985,0.756756757,4.8787376,9.672622825,8.03739855,8.77911447,10,9.122283961,9.186666667,8.46,7.5976,8.414755556,4.50642275,3.451501209,3.97896198,10,5.160225417,2.307692308,0.995630772,2.821182832,6.303725092,8,10,8,8.666666667,5.566666667,5.59610025,7.177002667,6,8.13506942,0,5.412473167,5.299327282,2.666666667,9.421972136,4.283749893,6.968023835,6.906225895,5.924327618,6.667822484,6.68,97,6.324275342,118,3
2014,TZA,Tanzania,Sub-Saharan Africa,4.567876723,5.074096243,3.744544758,4.462172575,7.011957664,10,10,7.5,9.974474267,9.83535902,9.461966657,8.5,7.5,0,0,0,5.333333333,7.269085885,10,10,5,8.333333333,,,5,8.988888889,5.788888889,6.592592593,7.5,5,,,2.5,,,5,,,5,5,10,10,4,4.75,10,10,5,7.678571429,,5,5,5,0,10,5,10,6.666666667,6.359931017,108,6.567647059,9.93923329,7,8,4,6,7.376720087,4.031380812,4.294799934,4.176876068,6.667,8.333,5.714,7.287421644,4.110412122,5.189747949,0.914285714,5.29668378,8.91048053,8.985319861,8.773677134,5,7.917369381,3.34,7.44,5.1872,5.3224,5.750167417,0.796479552,3.273323484,10,6.544865042,0,10,5.514955014,6.027669625,10,8.205,10,9.401666667,5.566666667,4.137260167,5.055824417,10,8.273212426,5,6.338827279,4.219829698,2.444444444,8.978489788,3.362406775,7.565312618,7.993530562,5.760668981,7.167054309,6.76,92,6.559965509,105,3
2014,THA,Thailand,South Asia,3.367279971,4.623121517,4.319241464,4.103214317,8.451256952,10,9.668697221,5,9.06455686,8.096957863,8.366042389,10,10,5,5,5,8.333333333,8.383544225,10,5,10,8.333333333,,,10,8.388888889,7.405555556,8.598148148,2.5,0,,,2.5,,,7.5,,,10,4.5,10,9.617114001,1,2.25,10,10,7.5,7.195302,,10,5,7.5,10,10,10,0,5.833333333,6.567701317,101,4.514705882,9.13197456,7,8,8,8,7.161670111,5.136744417,4.6665316,5.169020454,3.333,4.167,5.964,7.872421493,3.668202322,4.910352331,0.864864865,4.650483199,9.483324436,9.411617685,9.621924575,0,7.129216674,9.573333333,7.68,3.4112,6.888177778,5.662960789,7.84379662,6.753378705,10,6.761915584,1.538461538,6.084410272,4.794929132,7.109121404,8,9.378,10,9.126,5.566666667,5.690093134,6.278105835,10,1.36606213,0,4.816821294,3.873420402,10,9.052316792,3.855843111,9.239489435,7.040737812,7.176967925,7.03992974,6.62,102,6.593850658,101,3
2014,TLS,Timor-Leste,South Asia,,,,3.341636918,8.420599254,10,10,7.5,10,10,9.5,10,7.5,5,5,5,7.5,8.473533085,5,10,0,5,,,,7.644444444,6.016666667,6.830555556,,,,,,,,,,,,,10,10,6.333333333,7.25,,,,8.395833333,,5,5,5,10,10,10,5,6.666666667,6.315424445,109,0,8.152412216,8,10,10,10,6.538103054,3.850188266,3.216529876,2.997392829,5.73,,0,,4.292972477,4.733810622,1,3.54584201,7.788547312,7.476638739,9.911290323,10,8.794119093,9.366666667,9.5,10,9.622222222,4.288466529,5.104753782,4.696610155,,5.341915865,8.461538462,,6.901727163,7.073519847,,10,9,9.5,3.333333333,4.161840874,5.747952389,8,10,10,6.873854433,5.090579987,4,9.195287031,3.511633214,7.542457237,6.906225895,6.041030561,7.471628331,6.68,97,6.497712223,110,3
